"id","age","gender","education","endline_vaccine_attitude","endline_vaccination_status","treatment"
1476,28,"Male","Associate Degree","Okay","Yes","control group"
1477,75,"Non-binary","High School","Good","Yes","control group"
1479,21,"Female","Associate Degree","Good","Yes","emotions"
1481,28,"Male","High School","Terrible","Yes","emotions"
1482,31,"Non-binary","Associate Degree","Okay","Yes","control group"
1483,41,"Male","High School","Bad","Yes","reason"
1484,42,"Non-binary","Bachelor's Degree","Okay","Yes","emotions"
1485,55,"Female","Associate Degree","Okay","Yes","reason"
1486,51,"Female","Associate Degree","Good","No","emotions"
1487,56,"Male","Bachelor's Degree","Bad","No","control group"
1488,43,"Non-binary","Associate Degree","Good","Yes","control group"
1489,24,"Female","Associate Degree","Good","Yes","control group"
1490,49,"Non-binary","Graduate Degree","Good","Yes","emotions"
1491,48,"Male","High School","Terrible","Yes","emotions"
1492,32,"Female","Associate Degree","Terrible","No","reason"
1493,32,"Male","Associate Degree","Good","Yes","emotions"
1494,62,"Male","Bachelor's Degree","Excellent","Yes","emotions"
1495,67,"Female","Bachelor's Degree","Bad","Yes","emotions"
1496,42,"Male","High School","Bad","No","emotions"
1497,32,"Male","Graduate Degree","Terrible","Yes","control group"
1498,73,"Non-binary","Bachelor's Degree","Okay","Yes","control group"
1499,18,"Female","High School","Terrible","Yes","reason"
1500,22,"Male","Associate Degree","Okay","Yes","reason"
1501,57,"Non-binary","Associate Degree","Good","Yes","control group"
1502,21,"Male","Associate Degree","Bad","No","emotions"
1503,58,"Male","Associate Degree","Bad","Yes","reason"
1505,51,"Non-binary","Graduate Degree","Bad","No","reason"
1507,58,"Female","High School","Excellent","Yes","emotions"
1508,67,"Female","Bachelor's Degree","Good","No","emotions"
1509,38,"Non-binary","Graduate Degree","Okay","Yes","control group"
1510,52,"Male","Associate Degree","Good","No","control group"
1511,18,"Male","High School","Terrible","Yes","reason"
1512,35,"Female","Associate Degree","Okay","No","reason"
1513,18,"Non-binary","Graduate Degree","Good","Yes","reason"
1514,44,"Female","Bachelor's Degree","Okay","Yes","reason"
1515,40,"Male","Bachelor's Degree","Bad","No","reason"
1516,35,"Female","Bachelor's Degree","Terrible","Yes","reason"
1517,36,"Female","High School","Excellent","No","control group"
1518,59,"Non-binary","Graduate Degree","Bad","Yes","control group"
1519,37,"Non-binary","Associate Degree","Terrible","Yes","emotions"
1520,77,"Male","Graduate Degree","Bad","No","control group"
1521,18,"Male","High School","Bad","No","emotions"
1522,47,"Female","Associate Degree","Okay","No","control group"
1523,80,"Male","Associate Degree","Bad","Yes","reason"
1524,18,"Non-binary","Associate Degree","Good","No","control group"
1525,24,"Male","Associate Degree","Bad","No","emotions"
1526,32,"Female","Bachelor's Degree","Good","No","reason"
1527,42,"Male","High School","Okay","Yes","reason"
1528,35,"Female","Associate Degree","Bad","Yes","reason"
1529,31,"Female","Associate Degree","Excellent","Yes","reason"
1530,79,"Female","Graduate Degree","Bad","Yes","control group"
1531,42,"Male","Graduate Degree","Bad","Yes","control group"
1532,62,"Male","Bachelor's Degree","Excellent","Yes","reason"
1533,18,"Non-binary","High School","Okay","No","control group"
1535,66,"Male","Graduate Degree","Excellent","No","reason"
1536,30,"Male","Bachelor's Degree","Good","No","reason"
1537,36,"Non-binary","Associate Degree","Good","Yes","control group"
1538,73,"Male","High School","Bad","Yes","reason"
1539,41,"Male","Graduate Degree","Okay","Yes","reason"
1540,61,"Female","High School","Good","Yes","reason"
1541,52,"Non-binary","Associate Degree","Good","No","emotions"
1542,37,"Non-binary","Bachelor's Degree","Good","Yes","emotions"
1544,18,"Female","Bachelor's Degree","Terrible","No","control group"
1545,18,"Female","Associate Degree","Bad","Yes","reason"
1546,40,"Non-binary","Graduate Degree","Good","Yes","reason"
1547,45,"Male","Bachelor's Degree","Okay","Yes","control group"
1548,30,"Female","Associate Degree","Good","Yes","reason"
1549,53,"Female","Bachelor's Degree","Terrible","Yes","emotions"
1550,49,"Male","Graduate Degree","Terrible","No","emotions"
1552,41,"Non-binary","Bachelor's Degree","Excellent","Yes","emotions"
1553,66,"Non-binary","Associate Degree","Excellent","No","emotions"
1554,46,"Male","Bachelor's Degree","Terrible","Yes","reason"
1555,56,"Female","Associate Degree","Terrible","Yes","emotions"
1557,75,"Female","Associate Degree","Okay","Yes","control group"
1558,42,"Male","Associate Degree","Excellent","No","control group"
1559,20,"Non-binary","Associate Degree","Okay","Yes","control group"
1560,31,"Non-binary","Bachelor's Degree","Bad","No","emotions"
1561,45,"Female","Bachelor's Degree","Good","Yes","reason"
1562,35,"Female","High School","Good","Yes","control group"
1563,37,"Non-binary","Associate Degree","Terrible","Yes","control group"
1564,53,"Female","Graduate Degree","Good","Yes","control group"
1565,24,"Non-binary","Graduate Degree","Excellent","Yes","control group"
1566,18,"Female","Associate Degree","Good","Yes","emotions"
1567,80,"Male","High School","Okay","Yes","control group"
1568,49,"Male","High School","Bad","Yes","reason"
1569,61,"Female","High School","Bad","Yes","control group"
1570,34,"Non-binary","Associate Degree","Good","Yes","control group"
1571,42,"Non-binary","Graduate Degree","Terrible","No","reason"
1572,18,"Non-binary","High School","Terrible","Yes","control group"
1573,47,"Male","Bachelor's Degree","Excellent","Yes","reason"
1574,49,"Non-binary","Associate Degree","Good","No","reason"
1575,22,"Female","High School","Bad","Yes","emotions"
1576,29,"Non-binary","High School","Bad","Yes","reason"
1577,67,"Male","Bachelor's Degree","Good","Yes","emotions"
1578,49,"Non-binary","High School","Bad","Yes","emotions"
1579,35,"Non-binary","Graduate Degree","Bad","No","control group"
1580,47,"Female","Graduate Degree","Okay","No","control group"
1581,18,"Female","Associate Degree","Okay","Yes","reason"
1582,63,"Male","Associate Degree","Good","No","emotions"
1583,18,"Female","Bachelor's Degree","Good","Yes","reason"
1584,20,"Male","Associate Degree","Terrible","Yes","emotions"
1586,63,"Male","Associate Degree","Good","Yes","reason"
1587,18,"Female","Graduate Degree","Terrible","No","control group"
1588,52,"Male","Graduate Degree","Okay","Yes","emotions"
1589,47,"Female","Associate Degree","Okay","Yes","control group"
1590,39,"Female","Bachelor's Degree","Excellent","No","reason"
1591,27,"Male","High School","Okay","No","reason"
1592,23,"Male","Bachelor's Degree","Terrible","No","control group"
1593,43,"Female","Bachelor's Degree","Good","Yes","reason"
1594,64,"Female","Graduate Degree","Good","Yes","emotions"
1596,19,"Non-binary","Bachelor's Degree","Terrible","No","emotions"
1597,73,"Non-binary","High School","Excellent","No","reason"
1598,18,"Non-binary","High School","Bad","Yes","reason"
1599,18,"Non-binary","High School","Excellent","Yes","emotions"
1600,40,"Male","Graduate Degree","Good","Yes","emotions"
1601,47,"Male","Associate Degree","Good","No","control group"
1602,40,"Female","Graduate Degree","Bad","Yes","reason"
1603,23,"Male","Associate Degree","Good","Yes","reason"
1604,47,"Female","High School","Good","No","control group"
1605,36,"Male","Graduate Degree","Okay","Yes","control group"
1606,58,"Female","Associate Degree","Terrible","No","reason"
1608,54,"Male","Associate Degree","Excellent","No","emotions"
1609,47,"Female","Bachelor's Degree","Good","No","reason"
1610,48,"Female","Associate Degree","Okay","No","control group"
1611,55,"Female","Bachelor's Degree","Okay","Yes","reason"
1612,18,"Male","Associate Degree","Excellent","No","control group"
1613,50,"Non-binary","Graduate Degree","Terrible","Yes","reason"
1614,18,"Female","Graduate Degree","Bad","Yes","emotions"
1616,66,"Male","Bachelor's Degree","Good","Yes","reason"
1617,31,"Male","High School","Excellent","Yes","emotions"
1618,24,"Male","Associate Degree","Excellent","Yes","control group"
1619,38,"Male","High School","Okay","No","control group"
1620,72,"Non-binary","Bachelor's Degree","Good","Yes","emotions"
1621,42,"Female","Bachelor's Degree","Excellent","Yes","control group"
1623,29,"Female","Bachelor's Degree","Okay","Yes","emotions"
1624,29,"Non-binary","Graduate Degree","Terrible","Yes","emotions"
1625,37,"Female","Associate Degree","Terrible","Yes","reason"
1626,18,"Non-binary","Graduate Degree","Excellent","Yes","emotions"
1627,65,"Non-binary","Associate Degree","Okay","Yes","control group"
1628,33,"Non-binary","Bachelor's Degree","Okay","Yes","control group"
1629,18,"Male","Graduate Degree","Good","Yes","emotions"
1630,40,"Male","Graduate Degree","Terrible","Yes","emotions"
1631,35,"Female","Associate Degree","Terrible","Yes","control group"
1632,18,"Non-binary","Bachelor's Degree","Good","Yes","reason"
1633,80,"Non-binary","High School","Terrible","Yes","emotions"
1635,18,"Male","Graduate Degree","Good","Yes","emotions"
1636,49,"Non-binary","Associate Degree","Okay","No","emotions"
1637,61,"Male","High School","Terrible","No","control group"
1638,36,"Non-binary","Bachelor's Degree","Bad","Yes","emotions"
1639,45,"Non-binary","Associate Degree","Bad","Yes","control group"
1640,18,"Female","Bachelor's Degree","Terrible","No","emotions"
1641,59,"Non-binary","Bachelor's Degree","Bad","No","emotions"
1642,46,"Female","High School","Bad","No","control group"
1643,42,"Non-binary","Associate Degree","Bad","Yes","control group"
1644,55,"Non-binary","Bachelor's Degree","Okay","Yes","control group"
1645,60,"Female","Associate Degree","Okay","Yes","control group"
1646,25,"Male","Associate Degree","Excellent","No","control group"
1647,50,"Male","Associate Degree","Excellent","Yes","emotions"
1648,20,"Female","Associate Degree","Good","No","emotions"
1649,80,"Female","High School","Excellent","Yes","reason"
1650,49,"Female","Associate Degree","Bad","No","control group"
1651,39,"Female","Graduate Degree","Okay","Yes","emotions"
1652,30,"Female","Graduate Degree","Terrible","No","reason"
1653,36,"Male","Associate Degree","Terrible","Yes","reason"
1654,18,"Non-binary","High School","Excellent","Yes","reason"
1655,41,"Male","Bachelor's Degree","Okay","No","reason"
1656,52,"Female","High School","Terrible","Yes","emotions"
1657,30,"Male","Associate Degree","Terrible","No","reason"
1658,24,"Non-binary","Bachelor's Degree","Okay","No","reason"
1659,18,"Male","Associate Degree","Okay","Yes","emotions"
1660,51,"Female","Bachelor's Degree","Okay","Yes","reason"
1663,29,"Female","Associate Degree","Good","Yes","control group"
1664,45,"Female","Graduate Degree","Excellent","Yes","emotions"
1665,18,"Male","Graduate Degree","Good","No","reason"
1667,18,"Male","Associate Degree","Bad","No","control group"
1668,33,"Male","Bachelor's Degree","Okay","No","control group"
1669,56,"Female","High School","Terrible","Yes","reason"
1670,54,"Male","Bachelor's Degree","Okay","No","reason"
1671,29,"Female","Graduate Degree","Good","Yes","reason"
1672,68,"Female","Bachelor's Degree","Terrible","Yes","control group"
1673,18,"Female","Graduate Degree","Terrible","No","reason"
1674,30,"Female","Associate Degree","Okay","No","control group"
1677,18,"Male","High School","Good","Yes","emotions"
1678,64,"Male","Bachelor's Degree","Excellent","Yes","reason"
1679,64,"Female","High School","Excellent","Yes","control group"
1680,60,"Female","Associate Degree","Okay","Yes","reason"
1681,38,"Female","Associate Degree","Okay","Yes","reason"
1682,63,"Male","High School","Terrible","No","reason"
1683,50,"Male","Graduate Degree","Okay","Yes","reason"
1684,59,"Female","High School","Terrible","Yes","emotions"
1685,44,"Male","Graduate Degree","Okay","Yes","control group"
1686,46,"Non-binary","High School","Good","No","reason"
1687,18,"Female","Bachelor's Degree","Excellent","Yes","emotions"
1688,29,"Female","High School","Terrible","Yes","emotions"
1689,60,"Non-binary","High School","Terrible","Yes","control group"
1690,42,"Female","Graduate Degree","Bad","Yes","reason"
1691,18,"Male","Associate Degree","Okay","Yes","reason"
1692,21,"Female","High School","Terrible","Yes","emotions"
1693,29,"Non-binary","Bachelor's Degree","Okay","Yes","control group"
1694,80,"Male","Bachelor's Degree","Bad","Yes","emotions"
1696,27,"Non-binary","Associate Degree","Good","Yes","emotions"
1697,18,"Female","Associate Degree","Good","Yes","reason"
1698,18,"Male","High School","Excellent","Yes","emotions"
1700,23,"Female","Associate Degree","Excellent","Yes","reason"
1701,72,"Non-binary","Bachelor's Degree","Terrible","Yes","emotions"
1702,33,"Male","Associate Degree","Excellent","Yes","reason"
1703,18,"Male","Associate Degree","Excellent","Yes","reason"
1705,18,"Non-binary","Bachelor's Degree","Bad","Yes","reason"
1706,30,"Female","Graduate Degree","Bad","Yes","control group"
1707,42,"Female","Associate Degree","Excellent","Yes","reason"
1710,18,"Male","Associate Degree","Bad","Yes","reason"
1711,68,"Female","Graduate Degree","Bad","No","reason"
1712,26,"Male","Bachelor's Degree","Excellent","Yes","control group"
1713,57,"Non-binary","Bachelor's Degree","Excellent","Yes","reason"
1714,74,"Male","Bachelor's Degree","Bad","Yes","control group"
1715,24,"Female","Graduate Degree","Bad","No","emotions"
1716,26,"Male","Associate Degree","Excellent","No","reason"
1717,18,"Female","Bachelor's Degree","Terrible","No","emotions"
1718,78,"Female","Bachelor's Degree","Bad","Yes","emotions"
1719,25,"Male","Graduate Degree","Bad","Yes","control group"
1720,32,"Female","High School","Okay","Yes","control group"
1721,18,"Male","High School","Terrible","Yes","control group"
1722,55,"Non-binary","Associate Degree","Okay","Yes","reason"
1723,72,"Non-binary","Bachelor's Degree","Okay","No","emotions"
1724,45,"Non-binary","Graduate Degree","Bad","No","control group"
1725,32,"Non-binary","Bachelor's Degree","Terrible","Yes","emotions"
1726,18,"Male","Graduate Degree","Terrible","Yes","emotions"
1727,70,"Female","Associate Degree","Bad","Yes","emotions"
1728,54,"Non-binary","Associate Degree","Good","Yes","emotions"
1729,39,"Female","Associate Degree","Excellent","No","control group"
1730,64,"Non-binary","Bachelor's Degree","Excellent","Yes","emotions"
1731,66,"Non-binary","Graduate Degree","Good","No","control group"
1732,31,"Non-binary","Graduate Degree","Excellent","Yes","reason"
1733,18,"Male","Associate Degree","Bad","Yes","emotions"
1734,59,"Non-binary","High School","Good","Yes","emotions"
1735,54,"Female","Associate Degree","Bad","No","emotions"
1736,30,"Male","Associate Degree","Terrible","No","emotions"
1737,80,"Male","High School","Terrible","Yes","control group"
1739,40,"Female","High School","Good","Yes","emotions"
1740,63,"Female","Bachelor's Degree","Terrible","Yes","reason"
1741,70,"Non-binary","Bachelor's Degree","Excellent","Yes","control group"
1742,60,"Female","High School","Terrible","Yes","control group"
1743,43,"Female","Bachelor's Degree","Okay","Yes","control group"
1744,56,"Non-binary","Associate Degree","Good","Yes","emotions"
1745,51,"Male","Graduate Degree","Okay","Yes","emotions"
1746,39,"Female","Associate Degree","Excellent","Yes","emotions"
1747,22,"Male","High School","Terrible","Yes","reason"
1748,64,"Female","Graduate Degree","Terrible","Yes","reason"
1749,33,"Male","Associate Degree","Excellent","Yes","emotions"
1750,34,"Non-binary","Associate Degree","Good","Yes","reason"
1751,45,"Non-binary","Associate Degree","Good","Yes","reason"
