"id","age","gender","education","baseline_vaccine_attitude","baseline_vaccination_status"
1501,57,"Non-binary","Associate Degree","Okay","Yes"
1502,21,"Male","Associate Degree","Okay","No"
1503,58,"Male","Associate Degree","Okay","Yes"
1504,21,"Female","Associate Degree","Bad","No"
1505,51,"Non-binary","Graduate Degree","Excellent","No"
1506,36,"Male","Associate Degree","Bad","No"
1507,58,"Female","High School","Bad","Yes"
1508,67,"Female","Bachelor's Degree","Bad","No"
1509,38,"Non-binary","Graduate Degree","Okay","Yes"
1510,52,"Male","Associate Degree","Good","No"
1511,18,"Male","High School","Terrible","Yes"
1512,35,"Female","Associate Degree","Terrible","No"
1513,18,"Non-binary","Graduate Degree","Terrible","Yes"
1514,44,"Female","Bachelor's Degree","Okay","Yes"
1515,40,"Male","Bachelor's Degree","Bad","No"
1516,35,"Female","Bachelor's Degree","Good","No"
1517,36,"Female","High School","Terrible","No"
1518,59,"Non-binary","Graduate Degree","Okay","Yes"
1519,37,"Non-binary","Associate Degree","Good","Yes"
1520,77,"Male","Graduate Degree","Okay","No"
1521,18,"Male","High School","Good","No"
1522,47,"Female","Associate Degree","Bad","No"
1523,80,"Male","Associate Degree","Okay","Yes"
1524,18,"Non-binary","Associate Degree","Good","No"
1525,24,"Male","Associate Degree","Bad","No"
1526,32,"Female","Bachelor's Degree","Bad","No"
1527,42,"Male","High School","Bad","Yes"
1528,35,"Female","Associate Degree","Good","No"
1529,31,"Female","Associate Degree","Excellent","Yes"
1530,79,"Female","Graduate Degree","Good","Yes"
1531,42,"Male","Graduate Degree","Good","Yes"
1532,62,"Male","Bachelor's Degree","Bad","Yes"
1533,18,"Non-binary","High School","Good","No"
1534,63,"Male","High School","Excellent","Yes"
1535,66,"Male","Graduate Degree","Okay","No"
1536,30,"Male","Bachelor's Degree","Okay","No"
1537,36,"Non-binary","Associate Degree","Good","No"
1538,73,"Male","High School","Okay","No"
1539,41,"Male","Graduate Degree","Okay","Yes"
1540,61,"Female","High School","Terrible","No"
1541,52,"Non-binary","Associate Degree","Okay","No"
1542,37,"Non-binary","Bachelor's Degree","Good","Yes"
1543,34,"Male","Bachelor's Degree","Good","No"
1544,18,"Female","Bachelor's Degree","Good","No"
1545,18,"Female","Associate Degree","Bad","No"
1546,40,"Non-binary","Graduate Degree","Good","Yes"
1547,45,"Male","Bachelor's Degree","Good","Yes"
1548,30,"Female","Associate Degree","Terrible","Yes"
1549,53,"Female","Bachelor's Degree","Good","Yes"
1550,49,"Male","Graduate Degree","Terrible","No"
1551,33,"Non-binary","Bachelor's Degree","Good","Yes"
1552,41,"Non-binary","Bachelor's Degree","Okay","Yes"
1553,66,"Non-binary","Associate Degree","Terrible","No"
1554,46,"Male","Bachelor's Degree","Good","Yes"
1555,56,"Female","Associate Degree","Good","No"
1556,50,"Female","High School","Terrible","Yes"
1557,75,"Female","Associate Degree","Bad","No"
1558,42,"Male","Associate Degree","Excellent","No"
1559,20,"Non-binary","Associate Degree","Okay","No"
1560,31,"Non-binary","Bachelor's Degree","Good","No"
1561,45,"Female","Bachelor's Degree","Excellent","Yes"
1562,35,"Female","High School","Terrible","Yes"
1563,37,"Non-binary","Associate Degree","Excellent","Yes"
1564,53,"Female","Graduate Degree","Good","Yes"
1565,24,"Non-binary","Graduate Degree","Bad","No"
1566,18,"Female","Associate Degree","Okay","No"
1567,80,"Male","High School","Okay","Yes"
1568,49,"Male","High School","Okay","No"
1569,61,"Female","High School","Terrible","Yes"
1570,34,"Non-binary","Associate Degree","Good","Yes"
1571,42,"Non-binary","Graduate Degree","Excellent","No"
1572,18,"Non-binary","High School","Okay","Yes"
1573,47,"Male","Bachelor's Degree","Terrible","Yes"
1574,49,"Non-binary","Associate Degree","Terrible","No"
1575,22,"Female","High School","Excellent","Yes"
1576,29,"Non-binary","High School","Terrible","Yes"
1577,67,"Male","Bachelor's Degree","Terrible","No"
1578,49,"Non-binary","High School","Okay","No"
1579,35,"Non-binary","Graduate Degree","Okay","No"
1580,47,"Female","Graduate Degree","Good","No"
1581,18,"Female","Associate Degree","Terrible","Yes"
1582,63,"Male","Associate Degree","Good","No"
1583,18,"Female","Bachelor's Degree","Okay","Yes"
1584,20,"Male","Associate Degree","Excellent","Yes"
1585,54,"Female","Associate Degree","Okay","No"
1586,63,"Male","Associate Degree","Excellent","Yes"
1587,18,"Female","Graduate Degree","Excellent","No"
1588,52,"Male","Graduate Degree","Bad","Yes"
1589,47,"Female","Associate Degree","Terrible","Yes"
1590,39,"Female","Bachelor's Degree","Okay","No"
1591,27,"Male","High School","Okay","No"
1592,23,"Male","Bachelor's Degree","Excellent","No"
1593,43,"Female","Bachelor's Degree","Okay","No"
1594,64,"Female","Graduate Degree","Terrible","No"
1595,18,"Male","Bachelor's Degree","Good","No"
1596,19,"Non-binary","Bachelor's Degree","Excellent","No"
1597,73,"Non-binary","High School","Good","No"
1598,18,"Non-binary","High School","Excellent","No"
1599,18,"Non-binary","High School","Excellent","No"
1600,40,"Male","Graduate Degree","Okay","Yes"
1601,47,"Male","Associate Degree","Excellent","No"
1602,40,"Female","Graduate Degree","Good","Yes"
1603,23,"Male","Associate Degree","Terrible","No"
1604,47,"Female","High School","Bad","No"
1605,36,"Male","Graduate Degree","Excellent","Yes"
1606,58,"Female","Associate Degree","Excellent","No"
1607,46,"Male","Associate Degree","Okay","No"
1608,54,"Male","Associate Degree","Excellent","No"
1609,47,"Female","Bachelor's Degree","Good","No"
1610,48,"Female","Associate Degree","Terrible","No"
1611,55,"Female","Bachelor's Degree","Bad","Yes"
1612,18,"Male","Associate Degree","Okay","No"
1613,50,"Non-binary","Graduate Degree","Good","No"
1614,18,"Female","Graduate Degree","Excellent","Yes"
1615,47,"Male","Associate Degree","Good","No"
1616,66,"Male","Bachelor's Degree","Bad","No"
1617,31,"Male","High School","Bad","Yes"
1618,24,"Male","Associate Degree","Good","Yes"
1619,38,"Male","High School","Okay","No"
1620,72,"Non-binary","Bachelor's Degree","Excellent","Yes"
1621,42,"Female","Bachelor's Degree","Okay","Yes"
1622,43,"Male","Associate Degree","Okay","No"
1623,29,"Female","Bachelor's Degree","Bad","Yes"
1624,29,"Non-binary","Graduate Degree","Good","No"
1625,37,"Female","Associate Degree","Okay","No"
1626,18,"Non-binary","Graduate Degree","Okay","Yes"
1627,65,"Non-binary","Associate Degree","Excellent","Yes"
1628,33,"Non-binary","Bachelor's Degree","Terrible","Yes"
1629,18,"Male","Graduate Degree","Okay","Yes"
1630,40,"Male","Graduate Degree","Terrible","Yes"
1631,35,"Female","Associate Degree","Terrible","No"
1632,18,"Non-binary","Bachelor's Degree","Good","Yes"
1633,80,"Non-binary","High School","Bad","No"
1634,18,"Male","Associate Degree","Okay","Yes"
1635,18,"Male","Graduate Degree","Okay","Yes"
1636,49,"Non-binary","Associate Degree","Terrible","No"
1637,61,"Male","High School","Bad","No"
1638,36,"Non-binary","Bachelor's Degree","Bad","No"
1639,45,"Non-binary","Associate Degree","Excellent","Yes"
1640,18,"Female","Bachelor's Degree","Okay","No"
1641,59,"Non-binary","Bachelor's Degree","Bad","No"
1642,46,"Female","High School","Excellent","No"
1643,42,"Non-binary","Associate Degree","Excellent","Yes"
1644,55,"Non-binary","Bachelor's Degree","Good","Yes"
1645,60,"Female","Associate Degree","Good","Yes"
1646,25,"Male","Associate Degree","Terrible","No"
1647,50,"Male","Associate Degree","Bad","Yes"
1648,20,"Female","Associate Degree","Bad","No"
1649,80,"Female","High School","Bad","No"
1650,49,"Female","Associate Degree","Terrible","No"
1651,39,"Female","Graduate Degree","Good","Yes"
1652,30,"Female","Graduate Degree","Bad","No"
1653,36,"Male","Associate Degree","Okay","Yes"
1654,18,"Non-binary","High School","Terrible","Yes"
1655,41,"Male","Bachelor's Degree","Okay","No"
1656,52,"Female","High School","Excellent","Yes"
1657,30,"Male","Associate Degree","Excellent","No"
1658,24,"Non-binary","Bachelor's Degree","Okay","No"
1659,18,"Male","Associate Degree","Good","No"
1660,51,"Female","Bachelor's Degree","Terrible","No"
1661,47,"Non-binary","Graduate Degree","Okay","Yes"
1662,36,"Female","Associate Degree","Excellent","Yes"
1663,29,"Female","Associate Degree","Good","No"
1664,45,"Female","Graduate Degree","Okay","Yes"
1665,18,"Male","Graduate Degree","Terrible","No"
1666,18,"Non-binary","Associate Degree","Okay","Yes"
1667,18,"Male","Associate Degree","Okay","No"
1668,33,"Male","Bachelor's Degree","Okay","No"
1669,56,"Female","High School","Excellent","Yes"
1670,54,"Male","Bachelor's Degree","Okay","No"
1671,29,"Female","Graduate Degree","Bad","No"
1672,68,"Female","Bachelor's Degree","Okay","Yes"
1673,18,"Female","Graduate Degree","Excellent","No"
1674,30,"Female","Associate Degree","Terrible","No"
1675,25,"Female","Associate Degree","Bad","Yes"
1676,43,"Female","Bachelor's Degree","Okay","Yes"
1677,18,"Male","High School","Bad","No"
1678,64,"Male","Bachelor's Degree","Bad","Yes"
1679,64,"Female","High School","Okay","Yes"
1680,60,"Female","Associate Degree","Terrible","Yes"
1681,38,"Female","Associate Degree","Okay","No"
1682,63,"Male","High School","Terrible","No"
1683,50,"Male","Graduate Degree","Bad","No"
1684,59,"Female","High School","Good","Yes"
1685,44,"Male","Graduate Degree","Okay","Yes"
1686,46,"Non-binary","High School","Bad","No"
1687,18,"Female","Bachelor's Degree","Okay","Yes"
1688,29,"Female","High School","Excellent","No"
1689,60,"Non-binary","High School","Okay","Yes"
1690,42,"Female","Graduate Degree","Terrible","Yes"
1691,18,"Male","Associate Degree","Okay","Yes"
1692,21,"Female","High School","Okay","Yes"
1693,29,"Non-binary","Bachelor's Degree","Terrible","Yes"
1694,80,"Male","Bachelor's Degree","Okay","Yes"
1695,36,"Female","Graduate Degree","Excellent","Yes"
1696,27,"Non-binary","Associate Degree","Excellent","Yes"
1697,18,"Female","Associate Degree","Good","Yes"
1698,18,"Male","High School","Terrible","Yes"
1699,64,"Male","Associate Degree","Bad","No"
1700,23,"Female","Associate Degree","Bad","Yes"
1701,72,"Non-binary","Bachelor's Degree","Good","Yes"
1702,33,"Male","Associate Degree","Okay","Yes"
1703,18,"Male","Associate Degree","Excellent","No"
1704,80,"Female","Bachelor's Degree","Bad","Yes"
1705,18,"Non-binary","Bachelor's Degree","Good","Yes"
1706,30,"Female","Graduate Degree","Excellent","Yes"
1707,42,"Female","Associate Degree","Okay","Yes"
1708,38,"Male","Associate Degree","Good","No"
1709,18,"Female","Associate Degree","Okay","No"
1710,18,"Male","Associate Degree","Good","Yes"
1711,68,"Female","Graduate Degree","Bad","No"
1712,26,"Male","Bachelor's Degree","Okay","Yes"
1713,57,"Non-binary","Bachelor's Degree","Okay","No"
1714,74,"Male","Bachelor's Degree","Excellent","Yes"
1715,24,"Female","Graduate Degree","Good","No"
1716,26,"Male","Associate Degree","Okay","No"
1717,18,"Female","Bachelor's Degree","Good","No"
1718,78,"Female","Bachelor's Degree","Bad","Yes"
1719,25,"Male","Graduate Degree","Bad","Yes"
1720,32,"Female","High School","Terrible","Yes"
1721,18,"Male","High School","Bad","Yes"
1722,55,"Non-binary","Associate Degree","Good","No"
1723,72,"Non-binary","Bachelor's Degree","Okay","No"
1724,45,"Non-binary","Graduate Degree","Bad","No"
1725,32,"Non-binary","Bachelor's Degree","Bad","Yes"
1726,18,"Male","Graduate Degree","Bad","Yes"
1727,70,"Female","Associate Degree","Okay","Yes"
1728,54,"Non-binary","Associate Degree","Bad","Yes"
1729,39,"Female","Associate Degree","Excellent","No"
1730,64,"Non-binary","Bachelor's Degree","Terrible","Yes"
1731,66,"Non-binary","Graduate Degree","Okay","No"
1732,31,"Non-binary","Graduate Degree","Terrible","No"
1733,18,"Male","Associate Degree","Bad","Yes"
1734,59,"Non-binary","High School","Okay","No"
1735,54,"Female","Associate Degree","Okay","No"
1736,30,"Male","Associate Degree","Okay","No"
1737,80,"Male","High School","Terrible","Yes"
1738,18,"Male","Bachelor's Degree","Good","No"
1739,40,"Female","High School","Bad","Yes"
1740,63,"Female","Bachelor's Degree","Okay","Yes"
1741,70,"Non-binary","Bachelor's Degree","Excellent","Yes"
1742,60,"Female","High School","Bad","No"
1743,43,"Female","Bachelor's Degree","Bad","No"
1744,56,"Non-binary","Associate Degree","Okay","Yes"
1745,51,"Male","Graduate Degree","Excellent","Yes"
1746,39,"Female","Associate Degree","Bad","No"
1747,22,"Male","High School","Good","Yes"
1748,64,"Female","Graduate Degree","Okay","Yes"
1749,33,"Male","Associate Degree","Good","Yes"
1750,34,"Non-binary","Associate Degree","Good","No"
1751,45,"Non-binary","Associate Degree","Terrible","Yes"
1752,40,"Non-binary","Associate Degree","Okay","Yes"
1753,18,"Male","Graduate Degree","Good","No"
1754,31,"Male","Bachelor's Degree","Okay","Yes"
1755,52,"Female","Associate Degree","Good","Yes"
1756,65,"Non-binary","Bachelor's Degree","Good","Yes"
1757,18,"Female","Associate Degree","Good","No"
1758,27,"Non-binary","Associate Degree","Okay","Yes"
1759,18,"Female","Bachelor's Degree","Good","No"
1760,60,"Non-binary","Graduate Degree","Terrible","No"
1761,40,"Non-binary","Graduate Degree","Excellent","No"
1762,56,"Non-binary","Associate Degree","Terrible","Yes"
1763,29,"Female","Associate Degree","Bad","Yes"
1764,44,"Female","Associate Degree","Bad","Yes"
1765,60,"Female","Bachelor's Degree","Excellent","Yes"
1766,35,"Non-binary","Graduate Degree","Bad","No"
1767,57,"Male","Associate Degree","Bad","No"
1768,53,"Female","High School","Okay","No"
1769,18,"Female","Graduate Degree","Excellent","Yes"
1770,46,"Male","High School","Bad","Yes"
1771,18,"Female","High School","Terrible","Yes"
1772,34,"Male","Bachelor's Degree","Excellent","No"
1773,29,"Male","Bachelor's Degree","Okay","No"
1774,58,"Female","High School","Terrible","Yes"
1775,46,"Female","Bachelor's Degree","Bad","No"
1776,28,"Male","Bachelor's Degree","Bad","Yes"
1777,37,"Female","Graduate Degree","Excellent","Yes"
1778,44,"Female","Associate Degree","Okay","No"
1779,20,"Female","Graduate Degree","Excellent","No"
1780,26,"Male","Graduate Degree","Good","Yes"
1781,18,"Female","High School","Okay","No"
1782,18,"Non-binary","Bachelor's Degree","Bad","Yes"
1783,30,"Female","Associate Degree","Bad","No"
1784,40,"Non-binary","Graduate Degree","Okay","Yes"
1785,18,"Male","Bachelor's Degree","Bad","No"
1786,49,"Male","Bachelor's Degree","Okay","No"
1787,27,"Female","High School","Terrible","Yes"
1788,46,"Female","Bachelor's Degree","Terrible","No"
1789,43,"Non-binary","Associate Degree","Okay","Yes"
1790,33,"Male","Bachelor's Degree","Okay","No"
1791,18,"Female","Graduate Degree","Terrible","Yes"
1792,18,"Male","Bachelor's Degree","Good","Yes"
1793,18,"Male","Bachelor's Degree","Okay","No"
1794,67,"Male","Associate Degree","Excellent","Yes"
1795,33,"Female","Associate Degree","Excellent","Yes"
1796,79,"Non-binary","Graduate Degree","Excellent","No"
1797,18,"Male","High School","Terrible","No"
1798,70,"Non-binary","Associate Degree","Excellent","No"
1799,62,"Female","Bachelor's Degree","Excellent","No"
1800,25,"Male","Bachelor's Degree","Okay","Yes"
1801,54,"Male","High School","Okay","Yes"
1802,52,"Non-binary","Bachelor's Degree","Okay","No"
1803,37,"Non-binary","Bachelor's Degree","Okay","No"
1804,70,"Non-binary","Associate Degree","Terrible","No"
1805,34,"Female","Bachelor's Degree","Excellent","No"
1806,80,"Male","Bachelor's Degree","Bad","No"
1807,18,"Female","Graduate Degree","Terrible","No"
1808,66,"Non-binary","High School","Bad","Yes"
1809,30,"Male","Bachelor's Degree","Good","Yes"
1810,47,"Female","Associate Degree","Excellent","Yes"
1811,39,"Male","Bachelor's Degree","Bad","Yes"
1812,37,"Male","Associate Degree","Good","No"
1813,38,"Male","High School","Okay","Yes"
1814,58,"Male","Bachelor's Degree","Okay","Yes"
1815,41,"Male","Graduate Degree","Okay","No"
1816,67,"Non-binary","Associate Degree","Excellent","No"
1817,42,"Male","Bachelor's Degree","Good","Yes"
1818,43,"Female","Associate Degree","Terrible","No"
1819,39,"Female","High School","Excellent","Yes"
1820,32,"Male","Bachelor's Degree","Good","Yes"
1821,44,"Female","High School","Good","No"
1822,60,"Female","Associate Degree","Bad","No"
1823,56,"Female","Bachelor's Degree","Excellent","No"
1824,60,"Female","High School","Okay","No"
1825,75,"Non-binary","Associate Degree","Okay","No"
1826,47,"Female","Graduate Degree","Okay","No"
1827,43,"Non-binary","Bachelor's Degree","Terrible","No"
1828,71,"Non-binary","Bachelor's Degree","Excellent","No"
1829,39,"Male","Associate Degree","Good","No"
1830,20,"Non-binary","High School","Okay","Yes"
1831,22,"Non-binary","Associate Degree","Terrible","Yes"
1832,27,"Male","Bachelor's Degree","Excellent","Yes"
1833,18,"Male","Bachelor's Degree","Terrible","Yes"
1834,68,"Non-binary","Associate Degree","Okay","No"
1835,28,"Non-binary","Associate Degree","Bad","Yes"
1836,62,"Male","Bachelor's Degree","Okay","No"
1837,80,"Male","Bachelor's Degree","Terrible","No"
1838,32,"Female","Bachelor's Degree","Good","No"
1839,47,"Non-binary","High School","Bad","No"
1840,28,"Non-binary","Associate Degree","Good","No"
1841,80,"Non-binary","Associate Degree","Okay","No"
1842,18,"Male","Bachelor's Degree","Terrible","Yes"
1843,64,"Non-binary","Bachelor's Degree","Good","Yes"
1844,57,"Male","Bachelor's Degree","Okay","Yes"
1845,59,"Male","Bachelor's Degree","Bad","No"
1846,60,"Female","Graduate Degree","Terrible","No"
1847,52,"Male","Bachelor's Degree","Good","Yes"
1848,52,"Male","Graduate Degree","Terrible","Yes"
1849,22,"Male","Graduate Degree","Terrible","Yes"
1850,49,"Female","Associate Degree","Bad","No"
1851,33,"Female","High School","Good","Yes"
1852,80,"Male","Graduate Degree","Okay","No"
1853,55,"Female","Associate Degree","Okay","Yes"
1854,57,"Female","Associate Degree","Okay","No"
1855,18,"Female","Bachelor's Degree","Terrible","Yes"
1856,18,"Non-binary","Associate Degree","Okay","Yes"
1857,20,"Male","Bachelor's Degree","Good","Yes"
1858,28,"Non-binary","Bachelor's Degree","Bad","Yes"
1859,29,"Female","Associate Degree","Excellent","No"
1860,53,"Female","Bachelor's Degree","Bad","Yes"
1861,35,"Non-binary","Associate Degree","Okay","No"
